case_no,date_opened,subtype,date_closed,assigned_to,site_address,parcel_no,owner,resident,status,violation_description
RENT1711-026,2017-11-16,VIOLATIONS,2017-12-12,MARY EMRICK,107 ANNAPOLIS ST,020600009221800,,,CLOSED,RENTAL WITHOUT A PERMIT  ALSO RENTS AN AIRBNB
RENT1711-026,2017-11-16,VIOLATIONS,2017-12-12,MARY EMRICK,107 ANNAPOLIS ST,020600009221800,,,CLOSED,RENTAL WITHOUT A PERMIT  ALSO RENTS AN AIRBNB
RENT1711-006,2017-11-02,VIOLATIONS,2017-12-13,MARY EMRICK,14 SILVERWOOD CIR 10,020621290018449,,,CLOSED,SMOKE DETECTORS
RENT1711-005,2017-11-02,VIOLATIONS,2017-12-13,MARY EMRICK,210-E VICTOR PARKWAY,020621290018241,,,CLOSED,SMOKE DETECTORS
RENT1711-004,2017-11-02,VIOLATIONS,2017-12-14,MARY EMRICK,203-L VICTOR PKWY**,020621290018192,,,CLOSED,SMOKE DETECTORS
RENT1711-003,2017-11-01,VIOLATIONS,2019-12-18,JEANNETTE ROEDER,804 BETSY CT B,020600000142603,,,CLOSED,CRM - PROPERTY MAINTENANCE
RENT1711-002,2017-11-01,VIOLATIONS,2017-12-05,MARY EMRICK,30-B GREYSTONE COURT,020601890071666,,,CLOSED,MASTER BEDROOM CEILING/WALL AREA
RENT1711-008,2017-11-02,VIOLATIONS,2018-01-02,MARY EMRICK,1901 WEST STREET,020600004123000,,,CLOSED,RENTAL APPLICATION - NEW OWNERS
RENT1710-038,2017-10-31,VIOLATIONS,2017-12-05,ADAM KNIGHT,106 CLAY ST,020600003858400,,,CLOSED,Rental Inspection
RENT1711-009,2017-11-03,VIOLATIONS,2018-01-25,MARY EMRICK,39 SILOPANNA RD B,020682903735500,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT1710-036,2017-10-26,VIOLATIONS,2017-11-16,JEANNETTE ROEDER,523 ANNAPOLITAN LANE,020602590089944,,,CLOSED,"SMOKE DETECTORS, GFCI"
RENT1710-035,2017-10-26,VIOLATIONS,2018-03-07,JEANNETTE ROEDER,1033 TIMBER CREEK DR,020682590017304,,,CLOSED,"STAIRS, WASHER, WATER PRESSURE"
RENT1710-034,2017-10-24,VIOLATIONS,2017-11-16,JEANNETTE ROEDER,17 ROSEMARY ST**,020600001379000,,,CLOSED,"SMOKE DETECTORS, GFCI OUTLETS"
RENT1710-032,2017-10-24,VIOLATIONS,2017-10-24,MARY EMRICK,28 SOUTH STREET,020600006246800,,,CLOSED,FAILURE TO RENEW RENTAL LICENSE
RENT1710-031,2017-10-24,VIOLATIONS,2017-11-06,MARY EMRICK,28 BUNCHE ST,020600008309100,,,CLOSED,Unlicensed rental.  MVA has the owners address as:  KELLI COLLEEN PLETSCH 16520 ABBEY DR BOWIE PG MD 20715
RENT1710-031,2017-10-24,VIOLATIONS,2017-11-06,MARY EMRICK,28 BUNCHE ST,020600008309100,,,CLOSED,Unlicensed rental.  MVA has the owners address as:  KELLI COLLEEN PLETSCH 16520 ABBEY DR BOWIE PG MD 20715
RENT1711-001,2017-11-01,VIOLATIONS,2017-12-08,MARY EMRICK,12 WINSLOW COURT,020666190025551,,,CLOSED,MULTIPLE VIOLATIONS
RENT1711-016,2017-11-08,VIOLATIONS,2017-12-15,MARY EMRICK,701-713 NEWTOWNE DR,020600007136302,,,CLOSED,MULTIPLE VIOLATIONS
RENT1712-030,2017-12-21,VIOLATIONS,2018-03-01,MARY EMRICK,29 W WASHINGTON ST,020600090011159,,,CLOSED,"TREE ISSUES AT MONUMENT, WORK WITHOUT PERMITS"
RENT1711-023,2017-11-15,VIOLATIONS,2017-12-06,ADAM KNIGHT,1212 CEDAR PARK ROAD**,020601006981805,,,CLOSED,Rental Inspection
RENT1711-022,2017-11-15,VIOLATIONS,2018-01-16,ADAM KNIGHT,56 PLEASANT STREET**,020600005580400,,,CLOSED,Rental Inspection
RENT1711-021,2017-11-15,VIOLATIONS,2018-02-06,MARY EMRICK,107 ANNAPOLIS ST,020600009221800,,,CLOSED,RENTAL WITHOUT A PERMIT  ALSO RENTS AN AIRBNB
RENT1711-021,2017-11-15,VIOLATIONS,2018-02-06,MARY EMRICK,107 ANNAPOLIS ST,020600009221800,,,CLOSED,RENTAL WITHOUT A PERMIT  ALSO RENTS AN AIRBNB
RENT1711-020,2017-11-13,VIOLATIONS,2017-12-19,MARY EMRICK,17 WINDWHISPER LN,020626890036139,,,CLOSED,SMOKE DETECTORS/CO DETECTORS
RENT1711-019,2017-11-09,VIOLATIONS,2017-11-29,MARY EMRICK,22 SILVERWOOD CIR 5,020621290018493,,,CLOSED,CEILING DEFECTIVE WATER DAMAGE/ELECTRICAL
RENT1711-007,2017-11-02,VIOLATIONS,2017-11-08,MARY EMRICK,5 CORNHILL ST,020600005026005,,,CLOSED,Cans are left out all the time.
RENT1711-007,2017-11-02,VIOLATIONS,2017-11-08,MARY EMRICK,5 CORNHILL ST,020600005026005,,,CLOSED,Cans are left out all the time.
RENT1711-017,2017-11-08,VIOLATIONS,2017-12-01,JEANNETTE ROEDER,153 QUIET WATERS PLACE,020605590085692,,,CLOSED,"SMOKE DETECTORS, GFCI"
RENT1711-025,2017-11-16,VIOLATIONS,2018-07-11,MARY EMRICK,14 SARGENT COURT,020666190019334,,,CLOSED,SMOKE DETECTORS
RENT1711-015,2017-11-07,VIOLATIONS,2018-05-24,MARY EMRICK,1009 BEECH ST,020600001974075,,,CLOSED,ILLEGAL RENTAL UNIT
RENT1711-014,2017-11-07,VIOLATIONS,2017-11-28,JEANNETTE ROEDER,146 SPA DR,020682908407500,,,CLOSED,"FLAKING, PEELING PAINT"
RENT1711-013,2017-11-07,VIOLATIONS,2018-01-05,JEANNETTE ROEDER,921 WINDSOR AVE,020600005668600,,,CLOSED,KITCHEN ISLAND OUTLETS
RENT1711-012,2017-11-07,VIOLATIONS,2018-02-08,MARY EMRICK,15 PINKNEY ST,020600090008675,,,CLOSED,SMOKE DETECTORS /GFCI'S IN BATHROOMS
RENT1711-011,2017-11-07,VIOLATIONS,2017-12-04,MARY EMRICK,1225-E GEMINI DR.,020660890226490,,,CLOSED,PROVIDE HEARING IMPAIRED SMOKE DETECTORS
RENT1711-010,2017-11-07,VIOLATIONS,2018-02-06,MARY EMRICK,189 HILLTOP LANE **,020600003298500,,,CLOSED,MULTIPLE VIOLATIONS
RENT1711-018,2017-11-09,VIOLATIONS,2017-12-18,MARY EMRICK,2 DONCASTER CT,020626703765250,,,CLOSED,MULTIPLE VIOLATIONS
RENT1802-010,2018-02-06,VIOLATIONS,2018-03-06,JEANNETTE ROEDER,106 CYPRESS RD,020695505869500,,,CLOSED,GFCI OUTLETS
RENT1802-017,2018-02-08,VIOLATIONS,2018-04-19,MARY EMRICK,110 DEWEY DR**,020601001890800,,,CLOSED,FAILURE TO RENEW RENTAL LICENSE
RENT1802-016,2018-02-08,VIOLATIONS,2018-03-14,ADAM KNIGHT,624 TUCKAHOE CREEK COURT,020661090087298,,,CLOSED,Rental INspection
RENT1802-015,2018-02-08,VIOLATIONS,2018-04-12,MARY EMRICK,24 PAROLE STREET**,020600004634000,,,CLOSED,FAILURE TO RENEW RENTAL LICENSE
RENT1802-014,2018-02-08,VIOLATIONS,2018-04-19,MARY EMRICK,7 MUIR WOODS COURT,020611890045530,,,CLOSED,FAILURE TO RENEW RENTAL LICENSE
RENT1802-013,2018-02-07,VIOLATIONS,2018-03-09,MARY EMRICK,30 JOHNSON PL,020600090220274,,,CLOSED,ANIMAL FECES IN YARD AREA
RENT1712-028,2017-12-20,VIOLATIONS,2018-05-07,MARY EMRICK,757 WARREN DR**,020628004440500,,,CLOSED,FAILURE TO OBTAIN RENTAL OPERATING LICENSE
RENT1802-011,2018-02-06,VIOLATIONS,2018-04-19,MARY EMRICK,216 WEST ST**,020600007618905,,,CLOSED,MULTIPLE VIOLATIONS
RENT1802-020,2018-02-08,VIOLATIONS,2018-04-10,ADAM KNIGHT,406 OAKLAWN AVE,020608690211682,,,CLOSED,RENTAL INSPECTION
RENT1802-009,2018-02-06,VIOLATIONS,2018-04-10,ADAM KNIGHT,220 WARDOUR DR**,020697008286450,,,CLOSED,Rental Inspection
RENT1802-007,2018-02-05,VIOLATIONS,2018-04-05,MARY EMRICK,124 CONDUIT ST**,020600007157300,,,CLOSED,MULTIPLE VIOLATIONS
RENT1802-006,2018-02-05,VIOLATIONS,2018-03-05,JEANNETTE ROEDER,30-J GREYSTONE CT,020601890071674,,,CLOSED,SMOKE DETECTORS
RENT1802-005,2018-02-05,VIOLATIONS,2018-03-12,JEANNETTE ROEDER,20 SILOPANNA ROAD,020682990010631,,,CLOSED,VIOLATIONS
RENT1802-004,2018-02-02,VIOLATIONS,2018-03-02,MARY EMRICK,212 PRINCE GEORGE ST,020600006281805,,,CLOSED,MULTIPLE VIOLATIONS
RENT1802-012,2018-02-06,VIOLATIONS,2018-03-05,MARY EMRICK,109 CONDUIT ST**,020600002699940,,,CLOSED,MULTIPLE VIOLATIONS
RENT1802-026,2018-02-09,VIOLATIONS,2018-03-14,MARY EMRICK,28 JOHNSON PLACE,020600090220273,,,CLOSED,WEATHER STRIPPING/GFCI
RENT1802-035,2018-02-28,VIOLATIONS,2018-03-15,MARY EMRICK,605 GENESSEE ST,020619090035341,,,CLOSED,MULTIPLE VIOLATIONS
RENT1802-034,2018-02-27,VIOLATIONS,2018-04-13,JEANNETTE ROEDER,20-H IRONSTONE CT,020601890102091,,,CLOSED,TRASH AND DEBRIS
RENT1802-033,2018-02-23,VIOLATIONS,2018-03-14,MARY EMRICK,125 SMITH AVE**,020600005282212,,,CLOSED,OVERCROWDING/NEW SMOKE DETECTORS
RENT1802-031,2018-02-14,VIOLATIONS,2019-09-30,ADAM KNIGHT,16 WAINWRIGHT DR**,020601007540100,,,CLOSED,Rental Inspection
RENT1802-030,2018-02-14,VIOLATIONS,2018-04-05,ADAM KNIGHT,15 ROSEMARY ST**,020600006512801,,,CLOSED,RENTAL INSPECTION
RENT1802-029,2018-02-14,VIOLATIONS,2018-04-24,ADAM KNIGHT,311 HALSEY RD**,020601001357975,,,CLOSED,Rental Inspection
RENT1802-018,2018-02-08,VIOLATIONS,2018-05-31,MARY EMRICK,403 HARWOOD PL**,020619090035352,,,CLOSED,FAILURE TO RENEW RENTAL LICENSE
RENT1802-027,2018-02-09,VIOLATIONS,2018-04-06,MARY EMRICK,33 EAST ST 2,020600090215981,,,CLOSED,DEADBOLT NEEDS TO BE THUM TURN/CO
RENT1802-019,2018-02-08,VIOLATIONS,2018-04-18,MARY EMRICK,70 CLAY STREET**,020600002876300,,,CLOSED,FAILURE TO OBTAIN RENEWAL
RENT1802-025,2018-02-09,VIOLATIONS,2018-04-17,MARY EMRICK,700 GENESSEE ST,020698690035236,,,CLOSED,ELECTRICAL OUTLETS/CO DETECTORS
RENT1802-024,2018-02-09,VIOLATIONS,2018-04-17,MARY EMRICK,671 GENESSEE ST,020698690035270,,,CLOSED,BED IN BASEMENT/CO DETECTORS
RENT1802-023,2018-02-08,VIOLATIONS,2018-12-20,ADAM KNIGHT,5 HERITAGE CT A,020636090028591,,,CLOSED,Rental Inspection
RENT1802-022,2018-02-08,VIOLATIONS,2018-03-14,ADAM KNIGHT,1014 BOUCHER AVENUE,020600090082177,,,CLOSED,RENTAL INSPECTION
RENT1802-021,2018-02-08,VIOLATIONS,2019-02-12,MARY EMRICK,11 SPINDRIFT WAY,020681290018754,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT1802-001,2018-02-01,VIOLATIONS,2018-02-22,MARY EMRICK,105 SHILEY ST**,020600002805605,,,CLOSED,ELECTRICAL
RENT1802-028,2018-02-12,VIOLATIONS,2018-04-13,JEANNETTE ROEDER,"7 SILVERWOOD CIRCLE, # 11",020621290018324,,,CLOSED,GFCI OUTLETS
RENT1801-002,2018-01-10,VIOLATIONS,2018-03-19,MARY EMRICK,706 GLENWOOD ST,020619090035366,,,CLOSED,"INTERIOR DOORS, DRYER VENT"
RENT1802-003,2018-02-02,VIOLATIONS,2018-02-15,MARY EMRICK,162 PRINCE GEORGE ST LOWER,020600090021513,,,CLOSED,MULTIPLE VIOLATIONS
RENT1801-009,2018-01-11,VIOLATIONS,2018-01-25,MARY EMRICK,230 MAIN ST,020600090001029,,,CLOSED,POSSIBLE ILLEGAL RENTAL ABOVE COMMERCIAL
RENT1801-008,2018-01-11,VIOLATIONS,2018-04-26,MARY EMRICK,181 MAIN ST,020600002433215,,,CLOSED,POSSIBLE ILLEGAL RENTAL ABOVE COMMERCIAL
RENT1801-007,2018-01-11,VIOLATIONS,2018-04-26,MARY EMRICK,176 MAIN ST,020600007067200,,,CLOSED,POSSIBLE ILLEGAL RENTAL ABOVE COMMERCIAL
RENT1801-006,2018-01-11,VIOLATIONS,2018-01-25,MARY EMRICK,101-103 MAIN ST,020600003092900,,,CLOSED,POSSIBLE ILLEGAL RENTAL ABOVE COMMERCIAL
RENT1801-005,2018-01-11,VIOLATIONS,2018-02-06,MARY EMRICK,160 WEST ST**,020600003324705,,,CLOSED,MULTIPLE VIOLATIONS
RENT1801-011,2018-01-11,VIOLATIONS,2018-02-20,MARY EMRICK,200 CLAY ST,020600003616200,,,CLOSED,MULTIPLE VIOLATIONS
RENT1801-003,2018-01-10,VIOLATIONS,2018-02-09,MARY EMRICK,7446 EDGEWOOD RD,020600000814400,,,CLOSED,UNTAGGED CAR IN CARPORT AREA
RENT1801-012,2018-01-12,VIOLATIONS,2018-02-05,JEANNETTE ROEDER,11 SILVERWOOD CIR** 3,020621290018333,,,CLOSED,SMOKE DETECTORS
RENT1801-001,2018-01-10,VIOLATIONS,2018-02-05,JEANNETTE ROEDER,913 SPA RD**,020600003861500,,,CLOSED,"WINDOWS, RECEPTACLES"
RENT1712-035,2017-12-29,VIOLATIONS,2018-07-06,MARY EMRICK,9 MONUMENT ST,020600007806100,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT1712-034,2017-12-28,VIOLATIONS,2018-04-09,ADAM KNIGHT,13-A HERITAGE CT,020636090028599,,,CLOSED,Rental Inspection
RENT1712-033,2017-12-27,VIOLATIONS,2018-01-02,JEANNETTE ROEDER,10 SAUSILITO CT,020611890042981,,,CLOSED,SMOKE DETECTOR
RENT1712-032,2017-12-27,VIOLATIONS,2018-03-05,ADAM KNIGHT,1319 MCKINLEY ST,020611202725900,,,CLOSED,rental inspection
RENT1712-031,2017-12-27,VIOLATIONS,2018-01-26,ADAM KNIGHT,920 MADISON ST**,020600090001228,,,CLOSED,RENTAL INSPECTION
RENT1801-004,2018-01-10,VIOLATIONS,2018-03-01,MARY EMRICK,19 DEAN ST,020600004593423,,,CLOSED,POSSIBLE ILLEGAL RENTAL - TRASH AND DEBRIS
RENT1801-020,2018-01-25,VIOLATIONS,2018-02-09,MARY EMRICK,104 SOUTH ST**,020600001221900,,,CLOSED,ELECTRICAL OUTLETS
RENT1805-029,2018-05-11,VIOLATIONS,2018-05-22,MARY EMRICK,149 MERRYMAN CT,020636090028499,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT1801-027,2018-01-30,VIOLATIONS,2018-03-08,MARY EMRICK,ALLEN APARTMENTS,,,,CLOSED,MULTIPLE VIOLATIONS
RENT1801-026,2018-01-26,VIOLATIONS,2018-02-20,ADAM KNIGHT,797-D FAIRVIEW AVE,020680590026939,,,CLOSED,Rental Inspection
RENT1801-025,2018-01-25,VIOLATIONS,2018-02-22,MARY EMRICK,110 LOUIS DR,020625704961100,,,CLOSED,ILLEGAL RENTAL UNIT
RENT1801-024,2018-01-25,VIOLATIONS,2018-02-14,ADAM KNIGHT,1306 CEDAR PARK RD,020601004897201,,,CLOSED,Rental Inspection
RENT1801-023,2018-01-25,VIOLATIONS,2018-03-05,ADAM KNIGHT,632 TRIPP CREEK COURT,020661090087265,,,CLOSED,Rental Inspection
RENT1801-010,2018-01-11,VIOLATIONS,2018-02-20,MARY EMRICK,11 RIDOUT ST,020605990029520,,,CLOSED,MULTIPLE VIOLATIONS
RENT1801-021,2018-01-25,VIOLATIONS,2018-03-05,ADAM KNIGHT,214 DEWEY DR,020601003214400,,,CLOSED,Rental Inspection
RENT1802-002,2018-02-02,VIOLATIONS,2018-04-17,MARY EMRICK,601 GENESSEE STREET,020619090035339,,,CLOSED,MULTIPLE VIOLATIONS
RENT1801-019,2018-01-25,VIOLATIONS,2018-03-05,MARY EMRICK,23 RANDALL ST,020600004800905,,,CLOSED,ILLEGAL RENTAL UNITS - COUCH BEHIND HOUSE
RENT1801-018,2018-01-18,VIOLATIONS,2018-09-14,ADAM KNIGHT,1918 VINCENT ST,020600090226101,,,CLOSED,RENTAL INSPECTION
RENT1801-017,2018-01-18,VIOLATIONS,2018-09-24,ADAM KNIGHT,814 CEDAR PARK RD**,020600090109741,,,CLOSED,RENTAL INSPECTION
RENT1801-016,2018-01-18,VIOLATIONS,2019-08-28,ADAM KNIGHT,1011 PRESIDENT ST,020600001513400,,,CLOSED,Rental Inspection
RENT1801-015,2018-01-18,VIOLATIONS,2019-11-21,ADAM KNIGHT,1009 PRESIDENT ST 21403,020600001512000,,,CLOSED,Rental Inspection
RENT1801-014,2018-01-17,VIOLATIONS,2018-03-29,ADAM KNIGHT,413 THIRD ST,020600003225600,,,CLOSED,Rental INspection
RENT1801-022,2018-01-25,VIOLATIONS,2018-12-20,ADAM KNIGHT,411 HARWOOD PL,020619090035356,,,CLOSED,Rental Inspection
RENT1808-016,2018-08-15,FAILURE TO OBTAIN,,ADAM KNIGHT,215 TAYLOR AVE,,,,,Failure to obtain rental license
RENT1808-016,2018-08-15,FAILURE TO OBTAIN,,ADAM KNIGHT,215 TAYLOR AVE,,,,,Failure to obtain rental license
RENT1808-023,2018-08-17,VIOLATIONS,,,1 ABNEY LN,,,,,MULTIPLE UNITS FOR PHASE 2 & 3
RENT1808-023,2018-08-17,VIOLATIONS,,,1 ABNEY LN,,,,,MULTIPLE UNITS FOR PHASE 2 & 3
RENT1808-022,2018-08-17,VIOLATIONS,2018-09-26,MARY EMRICK,46 SOUTHGATE AVE,020600006879925,,,CLOSED,SMOKE DETECTORS/COMBO SMOKE/CO DETECTORS
RENT1808-021,2018-08-16,VIOLATIONS,2018-08-27,MARY EMRICK,WESTWINDS APARTMENTS I & II,,,,CLOSED,POSSIBLE MOLD IN UNIT
RENT1808-020,2018-08-15,FAILURE TO OBTAIN,2019-01-23,MARY EMRICK,36 GLEN AVE,020600006247700,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT1808-019,2018-08-15,FAILURE TO OBTAIN,2019-02-06,MARY EMRICK,16 WOODLAWN AVE,020600000466200,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT1808-042,2018-08-27,VIOLATIONS,2018-09-28,MARY EMRICK,OBERY COURT PHASE I,020600090007453,,,CLOSED,MULTIPLE VIOLATIONS
RENT1808-017,2018-08-15,VIOLATIONS,2018-09-26,MARY EMRICK,14 JEFFERSON PL**,020600002221800,,,CLOSED,COMBINATION SMOKE/CO ON 1ST & BASEMENT LEVELS
RENT1808-026,2018-08-23,VIOLATIONS,,ADAM KNIGHT,15 BREWER AVE**,,,,,rental inspection
RENT1808-026,2018-08-23,VIOLATIONS,,ADAM KNIGHT,15 BREWER AVE**,,,,,rental inspection
RENT1808-015,2018-08-14,VIOLATIONS,2018-11-15,,215 HANOVER ST**,020600003219300,,,CLOSED,"FASCIA ON FRONT, UNIT #9 SMOKE/CO"
RENT1808-014,2018-08-14,VIOLATIONS,2019-11-20,ADAM KNIGHT,172 GREEN ST,020600000607600,,,CLOSED,Rental Inspection
RENT1808-013,2018-08-13,VIOLATIONS,2018-08-24,MARY EMRICK,53 SPA RD,020600005945735,,TENANTS,CLOSED,OVERGROWTH
RENT1808-012,2018-08-10,VIOLATIONS,2019-11-01,MARY EMRICK,126 WEST STREET (HOTEL),020600004649900,,,CLOSED,CARBON MONOXIDE HALLWAY MONITORING
RENT1808-011,2018-08-10,VIOLATIONS,2018-10-18,MARY EMRICK,143 MARKET ST,020600006771803,,,CLOSED,ILLEGAL RENTAL UNIT
RENT1808-010,2018-08-09,VIOLATIONS,2018-08-17,MARY EMRICK,2251 BAY RIDGE RD,020600090044728,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT1808-018,2018-08-15,VIOLATIONS,2018-09-26,MARY EMRICK,16 JEFFERSON PL**,020600002221800,,,CLOSED,COMBO SMOKE/CO DETECTORS 1ST & BASEMENT LEVELS
RENT1808-032,2018-08-24,VIOLATIONS,2018-09-05,MARY EMRICK,72 MARYLAND AVE,020600006178955,,,CLOSED,TRASH OUT ON SIDEWALK
RENT1807-024,2018-07-13,VIOLATIONS,2019-10-21,JEANNETTE ROEDER,7 LEEWARD CT,020654690054243,,,CLOSED,SMOKE DETECTORS
RENT1808-040,2018-08-24,FAILURE TO OBTAIN,2018-09-19,MARY EMRICK,40 SANDSTONE CT K,020601890085736,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT1808-039,2018-08-24,VIOLATIONS,2018-09-05,MARY EMRICK,73 MARYLAND AVE**,020600004146800,,,CLOSED,TRASH OUT AFTER COLLECTION
RENT1808-038,2018-08-24,VIOLATIONS,2018-09-05,MARY EMRICK,80 MARYLAND AVE,020600001341700,,,CLOSED,TRASH CAN OUT ON SIDEWALK AFTER COLLECTION
RENT1808-037,2018-08-24,VIOLATIONS,2018-09-05,MARY EMRICK,37 MARYLAND AVE,020600001493800,,,CLOSED,BAGS OF TRASH ON SIDEWALK AFTER COLLECTION
RENT1808-036,2018-08-24,VIOLATIONS,2018-09-05,MARY EMRICK,49 MARYLAND AVE,020600005921600,,,CLOSED,TRASH CAN OUT FULL AFTER COLLECTION
RENT1808-024,2018-08-21,VIOLATIONS,2018-09-19,JEANNETTE ROEDER,15 BELVEDERE CT,020611890040228,,,CLOSED,"POSSIBLE MOLD, SMOKE DETECTORS"
RENT1808-034,2018-08-24,VIOLATIONS,2018-09-05,MARY EMRICK,52 MARYLAND AVE,020600005702560,,,CLOSED,TRASH ON SIDEWALK AREA IN BAGS
RENT1808-025,2018-08-22,VIOLATIONS,2018-11-07,JEANNETTE ROEDER,198 WOODS DR,020682707672800,,,CLOSED,DECK RAILING; CARBON MONOXIDE REQ.
RENT1808-031,2018-08-24,VIOLATIONS,2018-09-05,MARY EMRICK,60 MARYLAND AVE,020600006136240,,,CLOSED,TRASH OUT AFTER COLLECTION ON MONDAY
RENT1808-030,2018-08-24,VIOLATIONS,2018-09-05,MARY EMRICK,67 MARYLAND AVE 1,020600004270300,,,CLOSED,TRASH ON STREET AFTER COLLECTION
RENT1808-029,2018-08-24,VIOLATIONS,2018-12-04,MARY EMRICK,146 MARKET ST**,020600004818260,,,CLOSED,MULTIPLE VIOLATIONS
RENT1808-028,2018-08-23,VIOLATIONS,2019-02-11,MARY EMRICK,403 HARWOOD PL,020619090035352,,,CLOSED,"(10/19/2018 11:21 AM DT)
FAILURE TO PAY REINSPECTION FEE FOR (2) MISSED INSPECTIONS FOR RENTAL LICENSE"
RENT1808-028,2018-08-23,VIOLATIONS,2019-02-11,MARY EMRICK,403 HARWOOD PL,020619090035352,,,CLOSED,"(10/19/2018 11:21 AM DT)
FAILURE TO PAY REINSPECTION FEE FOR (2) MISSED INSPECTIONS FOR RENTAL LICENSE"
RENT1808-007,2018-08-06,VIOLATIONS,2018-11-28,MARY EMRICK,78 CHARLES ST**,020600005331203,,,CLOSED,"COMBO SMOKE/CO DETECTORS, HANDRAILS"
RENT1808-035,2018-08-24,VIOLATIONS,2018-09-05,MARY EMRICK,47 MARYLAND AVE,020600003065200,,,CLOSED,TRASH UNCONTAINED ON SIDEWALK AFTER COLLECTION
RENT1807-031,2018-07-18,VIOLATIONS,2019-10-10,ADAM KNIGHT,29-B CARVER ST,020606690100571,,,CLOSED,Rental iNspection
RENT1808-009,2018-08-09,VIOLATIONS,2018-09-04,MARY EMRICK,4 WAGNER STREET**,020600001592001,,,CLOSED,SMOKE & CO DETECTORS/HANDRAIL POST
RENT1807-038,2018-07-27,FAILURE TO OBTAIN,2018-08-08,MARY EMRICK,405 CHESAPEAKE AVE,020600090013605,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT1807-037,2018-07-24,VIOLATIONS,2019-06-19,MARY EMRICK,RESERVE AT QUIET WATERS,,,,CLOSED,MULTIPLE VIOLATIONS
RENT1807-036,2018-07-24,VIOLATIONS,2018-08-07,MARY EMRICK,8 MADISON PLACE,020600003628092,,,CLOSED,10 YR SMOKE DETECTOR/FURNACE ROOM DEBRIS
RENT1807-035,2018-07-23,VIOLATIONS,2018-08-27,MARY EMRICK,226 WEST ST**,020600007618903,,,CLOSED,10 YR SMOKE DETECTOR/HOUSEKEEPING
RENT1807-034,2018-07-20,VIOLATIONS,2018-08-17,MARY EMRICK,46 PLEASANT ST**,020600002882600,,,CLOSED,SMOKE DETECTORS/CO DETECTORS
RENT1807-040,2018-07-30,VIOLATIONS,2018-09-13,MARY EMRICK,66 CLAY ST**,020600000144350,,,CLOSED,SMOKE DETECTOR/AC UNIT IN WINDOW/HOUSEKEEPING
RENT1807-032,2018-07-18,VIOLATIONS,2019-10-10,ADAM KNIGHT,29-C CARVER ST,020606690100572,,,CLOSED,Rental Inspection
RENT1807-041,2018-07-30,VIOLATIONS,2018-09-10,MARY EMRICK,5 MURRAY AVE**,020600003976124,,,CLOSED,COMBO SMOKE/CO DETECTORS/EMERGENCY BACKUP AND EXIT LIGHTS
RENT1807-030,2018-07-18,VIOLATIONS,2019-02-11,ADAM KNIGHT,1309 MCKINLEY ST,020611200741700,,,CLOSED,Rental Inspection
RENT1807-029,2018-07-18,VIOLATIONS,2019-06-19,MARY EMRICK,FOREST HILLS APARTMENTS,020600090049056,,,CLOSED,MULTIPLE VIOLATIONS
RENT1807-028,2018-07-11,VIOLATIONS,2018-08-01,JEANNETTE ROEDER,9 EDELMAR DRIVE**,020684003773420,,,CLOSED,HOT WATER HEATER
RENT1807-027,2018-07-17,VIOLATIONS,2018-08-01,MARY EMRICK,805 SPA RD**,020600002479400,,,CLOSED,KEY LOCK ON BEDROOM DOORS/ELECTRIC IN KITCHEN/ILLEGAL KITCHE
RENT1807-026,2018-07-16,VIOLATIONS,2018-08-07,JEANNETTE ROEDER,935 BREAKWATER DR,020654690054238,,,CLOSED,CARBON MONOXIDE REQUIREMENT
RENT1805-027,2018-05-11,VIOLATIONS,2018-06-29,MARY EMRICK,139 MERRYMAN CT,020636090028494,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT1807-033,2018-07-18,VIOLATIONS,,JEANNETTE ROEDER,7 SILVERWOOD CIR 8,,,,,CARBON MONOXIDE REQUIREMENT
RENT1807-033,2018-07-18,VIOLATIONS,,JEANNETTE ROEDER,7 SILVERWOOD CIR 8,,,,,CARBON MONOXIDE REQUIREMENT
RENT1807-048,2018-07-31,VIOLATIONS,,,22 SILVERWOOD CIR 1,,,,,SMOKE DETECTORS
RENT1807-048,2018-07-31,VIOLATIONS,,,22 SILVERWOOD CIR 1,,,,,SMOKE DETECTORS
RENT1808-043,2018-08-27,VIOLATIONS,2019-02-15,MARY EMRICK,146 MARKET ST**,020600004818260,,,CLOSED,MULTIPLE VIOLATIONS
RENT1808-006,2018-08-02,VIOLATIONS,2018-08-28,MARY EMRICK,47 AMOS GARRETT BLVD,020600007477905,,,CLOSED,SMOKE DETECTORS & CO DETECTORS
RENT1808-005,2018-08-01,VIOLATIONS,2018-08-23,MARY EMRICK,5 PARK PL 323,020666790226958,,,CLOSED,RENTAL REINSPECTION FEE
